68
1
25

1	6	55.0	55.0	10.0
1	17	157.0	167.0	8.0
1	23	222.0	222.0	6.0
2	4	15.0	15.0	7.0
2	9	66.0	66.0	2.0
3	14	113.0	113.0	12.0
3	18	155.0	155.0	19.0
3	22	195.0	195.0	7.0
4	3	0.0	20.0	19.0
4	5	7.0	7.0	19.0
4	10	63.0	63.0	19.0
5	12	74.0	74.0	16.0
5	19	143.0	143.0	6.0
5	21	158.0	158.0	11.0
6	9	27.0	27.0	13.0
6	21	153.0	153.0	9.0
7	4	26.0	26.0	13.0
7	23	151.0	171.0	5.0
7	24	171.0	171.0	11.0
8	17	82.0	102.0	15.0
9	15	65.0	65.0	16.0
9	20	113.0	113.0	1.0
10	2	79.0	79.0	16.0
10	5	50.0	50.0	1.0
10	6	39.0	39.0	8.0
10	14	37.0	37.0	2.0
10	19	84.0	102.0	9.0
10	22	123.0	123.0	20.0
11	4	67.0	67.0	8.0
11	14	35.0	35.0	18.0
11	23	115.0	115.0	4.0
12	2	98.0	98.0	5.0
12	10	8.0	22.0	14.0
12	20	82.0	82.0	1.0
13	16	34.0	34.0	3.0
13	19	58.0	58.0	19.0
14	12	16.0	16.0	15.0
14	13	11.0	11.0	14.0
14	22	70.0	86.0	5.0
15	8	75.0	75.0	3.0
16	6	100.0	100.0	19.0
16	13	26.0	26.0	12.0
16	22	61.0	61.0	7.0
16	23	74.0	74.0	15.0
17	8	87.0	87.0	18.0
17	12	50.0	50.0	15.0
18	8	95.0	95.0	1.0
18	12	61.0	61.0	16.0
18	22	45.0	45.0	8.0
19	4	146.0	146.0	7.0
19	9	90.0	106.0	6.0
19	18	6.0	6.0	2.0
19	23	34.0	44.0	2.0
19	25	49.0	63.0	20.0
20	24	39.0	39.0	18.0
21	11	99.0	99.0	12.0
21	20	15.0	15.0	2.0
21	22	11.0	11.0	6.0
22	7	151.0	151.0	3.0
22	23	5.0	5.0	14.0
23	4	182.0	194.0	17.0
23	9	133.0	149.0	6.0
23	21	24.0	24.0	13.0
24	2	222.0	222.0	16.0
24	7	175.0	175.0	3.0
24	8	148.0	164.0	3.0
24	11	131.0	131.0	7.0
24	23	5.0	21.0	9.0
