#################################
# Content of file
#################################
#
# Number of arcs
# Origin node
# Destination node
#
# List of arc information (delimiter = \t): i  j  cL_{ij}  cU_{ij}  d_{ij} as (Tail)  (Head)  (Cost Lower Bound)  (Cost Upper Bound)  (Interdiction Cost)
#
#################################

68
1
25

1	4	30.0	30.0	20.0
1	16	145.0	145.0	7.0
2	14	121.0	121.0	2.0
2	22	200.0	200.0	10.0
3	14	113.0	113.0	7.0
3	16	127.0	127.0	18.0
3	20	162.0	178.0	13.0
4	12	67.0	85.0	4.0
4	20	154.0	166.0	18.0
4	21	175.0	175.0	20.0
5	3	24.0	24.0	9.0
5	19	140.0	140.0	18.0
6	2	45.0	45.0	5.0
6	3	28.0	28.0	15.0
6	7	13.0	13.0	20.0
6	20	139.0	139.0	14.0
7	11	39.0	39.0	11.0
7	15	81.0	81.0	5.0
7	19	114.0	132.0	12.0
7	24	168.0	168.0	16.0
8	6	24.0	24.0	17.0
8	7	15.0	15.0	9.0
8	10	17.0	17.0	15.0
8	11	35.0	35.0	15.0
8	22	144.0	144.0	8.0
9	19	104.0	104.0	10.0
10	5	53.0	53.0	16.0
10	6	40.0	40.0	14.0
10	9	7.0	7.0	3.0
10	16	53.0	69.0	16.0
11	5	63.0	63.0	6.0
11	14	33.0	33.0	8.0
12	8	43.0	43.0	11.0
13	4	91.0	91.0	17.0
13	5	83.0	83.0	3.0
13	12	14.0	14.0	14.0
13	18	47.0	47.0	12.0
14	5	87.0	87.0	1.0
14	23	92.0	92.0	6.0
14	24	95.0	95.0	6.0
15	8	72.0	72.0	6.0
15	9	50.0	64.0	11.0
15	11	40.0	40.0	7.0
15	14	5.0	5.0	17.0
15	18	28.0	42.0	5.0
16	8	85.0	85.0	7.0
16	15	15.0	15.0	19.0
16	19	20.0	32.0	8.0
16	21	55.0	55.0	12.0
17	7	97.0	113.0	12.0
18	10	77.0	77.0	15.0
18	17	13.0	13.0	11.0
19	4	146.0	146.0	5.0
19	13	56.0	56.0	14.0
19	18	8.0	8.0	17.0
20	2	182.0	182.0	20.0
20	4	157.0	169.0	3.0
20	7	121.0	139.0	7.0
20	23	27.0	27.0	19.0
21	3	185.0	185.0	4.0
22	6	157.0	157.0	8.0
22	11	109.0	109.0	18.0
23	12	97.0	113.0	3.0
23	16	69.0	69.0	18.0
23	19	43.0	43.0	7.0
24	9	143.0	153.0	14.0
24	15	93.0	93.0	19.0
24	25	8.0	20.0	9.0
