1009
1
100

1	23	218.0	218.0	9.0
1	27	260.0	260.0	11.0
1	28	274.0	274.0	10.0
1	29	276.0	276.0	10.0
1	37	359.0	359.0	12.0
1	49	480.0	480.0	16.0
1	52	506.0	506.0	1.0
1	70	695.0	695.0	12.0
1	79	784.0	784.0	17.0
2	3	7.0	7.0	7.0
2	9	66.0	66.0	4.0
2	17	155.0	155.0	5.0
2	20	180.0	180.0	17.0
2	29	256.0	274.0	3.0
2	30	275.0	275.0	12.0
2	31	290.0	290.0	7.0
2	41	394.0	394.0	18.0
2	44	423.0	423.0	2.0
2	53	507.0	507.0	17.0
2	59	566.0	566.0	12.0
2	79	765.0	775.0	3.0
3	2	8.0	8.0	7.0
3	45	416.0	430.0	7.0
3	49	456.0	456.0	4.0
3	96	925.0	943.0	16.0
4	3	2.0	22.0	4.0
4	24	204.0	204.0	7.0
4	28	238.0	238.0	6.0
4	38	335.0	335.0	10.0
4	47	430.0	430.0	6.0
4	50	455.0	455.0	2.0
4	73	694.0	694.0	13.0
4	75	704.0	716.0	2.0
4	80	758.0	758.0	1.0
4	97	928.0	928.0	6.0
5	17	122.0	122.0	9.0
5	27	216.0	216.0	14.0
5	28	230.0	230.0	10.0
5	36	310.0	310.0	7.0
5	54	479.0	497.0	2.0
5	59	539.0	539.0	11.0
5	71	663.0	663.0	10.0
5	85	799.0	799.0	9.0
5	94	894.0	894.0	17.0
5	95	905.0	905.0	16.0
6	4	15.0	15.0	11.0
6	13	65.0	65.0	19.0
6	15	82.0	94.0	14.0
6	25	194.0	194.0	14.0
6	27	206.0	206.0	10.0
6	50	428.0	448.0	4.0
6	56	502.0	502.0	5.0
7	8	9.0	9.0	8.0
7	29	213.0	229.0	5.0
7	34	266.0	266.0	13.0
7	40	327.0	341.0	13.0
7	45	385.0	385.0	10.0
7	52	447.0	447.0	4.0
7	57	497.0	497.0	15.0
7	69	624.0	624.0	17.0
7	73	664.0	664.0	6.0
7	83	759.0	759.0	3.0
7	85	781.0	781.0	7.0
7	93	857.0	867.0	12.0
7	96	886.0	886.0	16.0
8	15	66.0	66.0	18.0
8	17	95.0	95.0	13.0
8	24	155.0	155.0	16.0
8	26	181.0	181.0	18.0
8	42	345.0	345.0	8.0
8	48	395.0	395.0	11.0
8	49	403.0	421.0	16.0
9	2	66.0	80.0	1.0
9	7	16.0	16.0	15.0
9	18	85.0	85.0	3.0
9	26	168.0	168.0	5.0
9	30	215.0	215.0	6.0
9	38	286.0	286.0	17.0
9	55	455.0	455.0	2.0
9	65	556.0	556.0	7.0
9	66	574.0	574.0	6.0
9	67	569.0	583.0	9.0
10	13	33.0	33.0	8.0
10	31	213.0	213.0	5.0
10	37	273.0	273.0	18.0
10	40	305.0	305.0	19.0
10	41	307.0	307.0	1.0
10	48	382.0	382.0	14.0
10	51	407.0	423.0	3.0
10	60	497.0	507.0	4.0
10	78	683.0	683.0	3.0
10	81	695.0	715.0	19.0
10	94	842.0	842.0	20.0
11	7	26.0	46.0	14.0
11	10	14.0	14.0	14.0
11	15	40.0	40.0	7.0
11	18	59.0	73.0	9.0
11	23	114.0	132.0	14.0
11	38	268.0	268.0	3.0
11	40	281.0	295.0	1.0
11	43	314.0	330.0	8.0
11	57	461.0	461.0	1.0
11	70	595.0	595.0	19.0
11	73	617.0	631.0	12.0
11	81	702.0	702.0	15.0
12	8	37.0	37.0	10.0
12	28	162.0	162.0	10.0
12	30	183.0	183.0	16.0
12	37	253.0	253.0	3.0
12	45	324.0	334.0	14.0
12	50	381.0	381.0	20.0
12	67	546.0	546.0	4.0
12	68	564.0	564.0	9.0
12	74	621.0	621.0	9.0
12	79	665.0	665.0	18.0
12	90	783.0	783.0	20.0
12	96	829.0	849.0	12.0
13	5	84.0	84.0	3.0
13	14	7.0	7.0	3.0
13	17	36.0	36.0	13.0
13	43	297.0	297.0	11.0
13	49	365.0	365.0	20.0
13	68	546.0	546.0	15.0
13	69	557.0	557.0	10.0
13	74	608.0	620.0	4.0
13	82	694.0	694.0	1.0
13	89	756.0	756.0	6.0
13	98	847.0	847.0	12.0
14	48	338.0	338.0	2.0
14	53	389.0	389.0	2.0
14	67	525.0	525.0	5.0
14	71	565.0	565.0	18.0
14	78	630.0	640.0	17.0
14	92	778.0	778.0	19.0
14	100	856.0	856.0	16.0
15	11	41.0	41.0	16.0
15	12	31.0	31.0	16.0
15	16	6.0	20.0	15.0
15	23	79.0	79.0	13.0
15	50	353.0	353.0	17.0
15	73	576.0	576.0	15.0
15	76	603.0	615.0	3.0
15	78	628.0	628.0	3.0
15	92	770.0	770.0	1.0
16	6	97.0	97.0	10.0
16	11	49.0	49.0	15.0
16	19	32.0	32.0	11.0
16	33	174.0	174.0	18.0
16	37	213.0	213.0	6.0
16	42	257.0	257.0	2.0
16	49	317.0	335.0	2.0
16	81	647.0	647.0	6.0
16	84	683.0	683.0	2.0
16	93	760.0	778.0	3.0
16	94	776.0	776.0	19.0
16	96	801.0	801.0	10.0
17	2	150.0	150.0	20.0
17	3	140.0	140.0	14.0
17	8	90.0	90.0	13.0
17	15	21.0	21.0	14.0
17	20	26.0	26.0	9.0
17	33	155.0	155.0	9.0
17	46	288.0	288.0	14.0
17	64	473.0	473.0	16.0
17	68	509.0	509.0	1.0
17	69	521.0	521.0	8.0
17	91	736.0	736.0	2.0
17	93	762.0	762.0	4.0
18	17	5.0	5.0	6.0
18	23	38.0	52.0	15.0
18	40	224.0	224.0	3.0
18	44	258.0	258.0	6.0
18	45	268.0	268.0	17.0
18	81	630.0	640.0	4.0
18	95	770.0	770.0	11.0
18	96	781.0	781.0	9.0
19	32	131.0	131.0	19.0
19	38	192.0	192.0	10.0
19	42	227.0	227.0	18.0
19	43	238.0	250.0	7.0
19	53	336.0	336.0	13.0
19	64	453.0	453.0	5.0
19	70	512.0	512.0	8.0
19	76	559.0	579.0	20.0
20	12	80.0	80.0	16.0
20	39	182.0	202.0	14.0
20	49	291.0	291.0	8.0
