scene,edge,cost
0,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[433.0581861401931, 260.2219868017162, 102.3623713070532, 22.434564753028823, 169.66041874830546, 44.820575811905314, 156.49789056954955, 28.388710105209512, 10.715323360463309, 1.9008129732759758, 64.89801645442793, 24.409835130796573, 29.918752628686683, 108.774081017373, 135.34189530861048, 84.93175243819594, 23.873400725847652, 6.650661736974298, 2.6329890189209015, 10.66080021736656, 77.7406344745169]]"
1,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[397.8185204160348, 218.4644288526837, 152.65472077404272, 15.922540232392265, 292.38431662432697, 30.40573890772374, 165.30381645416043, 50.52513378810461, 11.527867370651506, 0.23849196836262987, 34.68815272407939, 19.39213185973437, 13.543431277236932, 96.94226215899647, 149.63732067743382, 118.59050358393714, 20.866958290810977, 4.537114691112502, 6.581443797031049, 10.947018244886834, 78.40843707222652]]"
2,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[456.23255178974847, 122.26107786270752, 93.70293053632491, 36.697140852023615, 197.81657655430197, 37.790808202878935, 120.14352053123308, 31.860442214123317, 13.776445180929041, 1.1173830780677645, 95.93957248657316, 21.198240230633854, 13.695451540171057, 132.8638043736932, 143.1152375914341, 59.16436671849375, 19.23501144321335, 6.163035186456998, 3.044351953739155, 11.417975209113875, 86.46677491197022]]"
3,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[384.13722052916364, 190.10940527994092, 165.1314281423031, 23.67096713384608, 130.13425887327054, 86.5619548946924, 237.53365386080338, 52.73554297974027, 11.933131686771636, 0.8615730262076509, 87.78214457598402, 19.652984668655257, 11.944183079040709, 78.03244314524325, 129.58520382914878, 119.4209863772749, 25.446728405797185, 5.664430185370668, 6.382152942984435, 10.777772502688151, 82.0292487028955]]"
4,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[473.87729781988565, 160.772326921206, 156.44518378030946, 11.965951791521585, 174.7533957167798, 25.543400268587696, 205.51037455662478, 32.79414431396887, 10.95572400994671, 0.9040411843433831, 74.33960853168404, 16.754108305812053, 27.003519227639465, 62.63655156716505, 94.8363339807064, 71.06204134031049, 21.760313779834284, 6.9101362217589735, 8.924130322742851, 10.067586134194807, 83.23596788508186]]"
5,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[80.54727166845089, 47.46029956253609, 174.84528153651442, 15.117566555031235, 288.90609873834205, 114.63624068340845, 236.6574977288593, 24.701510821453578, 12.396961357678293, 1.0624297167872443, 69.50435051220902, 22.98716143172912, 30.748348923637316, 179.76987820199724, 99.13566342691118, 152.97257759214162, 22.057163835651778, 4.227573541138119, 2.6029284599794567, 11.780617766997679, 84.48018043488423]]"
6,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[228.39848225714513, 236.2787231900846, 153.0207745999732, 7.542730380885333, 201.4382972585762, 72.19540551121267, 229.1029599783093, 40.53289987490159, 10.057407592489184, 0.7350563676895938, 50.2730983413042, 19.853175347270863, 29.690816168441927, 132.5786258450011, 83.2110111630117, 144.631996159539, 25.748451582976987, 3.9091453610437332, 8.953263286986505, 10.583666153249252, 89.32504281785725]]"
7,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[399.589085181104, 199.33370350988758, 102.64417104326549, 17.26546134926378, 167.9632642830973, 81.79090854951951, 177.3638922825611, 29.703975478730406, 11.797738102567003, 0.3202693360059121, 24.56910099703213, 23.094403867186916, 30.45260549130509, 99.74774719017168, 120.06839261121652, 75.60049542096556, 18.01362930639173, 7.914069871044188, 12.942839865352154, 10.81581029333524, 76.45066979260012]]"
8,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[289.5834626224817, 91.30147484929029, 82.34773944425925, 16.612248543466862, 106.02978154973974, 50.17068477297153, 154.34339243123205, 46.64338311981733, 9.782838459439045, 1.882389474674241, 23.835015952700488, 23.932368431126122, 21.11248401770015, 125.59455568715161, 97.85951002441108, 121.50581360761657, 24.778352535229878, 3.034420486948494, 8.204237980344988, 10.399253743123474, 82.47212245698663]]"
9,"[[(0, 22), (0, 24), (22, 10), (22, 27), (1, 27), (2, 23), (28, 15), (28, 20), (3, 5), (5, 4), (10, 21), (7, 1), (7, 19), (14, 6), (14, 21), (19, 29), (8, 12), (12, 13), (15, 19), (20, 8), (20, 26)]]","[[91.89539105193808, 171.1642693083541, 170.64458081494178, 32.16248840356841, 39.179839033520985, 94.87416185361766, 226.16967011703161, 53.13843280465901, 9.8375972689861, 1.4742693117862113, 72.94488913118909, 18.75063948554204, 22.43508219445245, 84.13945632900322, 142.65628821892784, 147.76137288098727, 23.17460701233515, 5.871661730543977, 2.268487001826363, 11.78361600818847, 82.5306451854361]]"
