scene,edge,cost
0,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[304.3633619513645, 369.38484375382495, 75.1482543318193, 9.31866299890235, 276.9713432332161, 43.1051106685282, 34.67363851231897, 113.94231375034977, 2.6226939764625423, 179.87220792883028, 80.91656387847206, 454.92131381660204, 198.43603086261723, 143.16392982963023, 315.1544089944659, 160.95909766587792, 150.59421542540764, 78.51724865187313, 105.05910706777267, 144.46197140358777, 99.90891930006867, 302.93403340091413, 161.21984844023993, 78.51231640674507, 181.6239771520975, 7.914841336438708, 45.7972758902948, 27.774361277079446, 269.67554472007305, 268.60114733535613, 465.78799672963675, 22.494992771210786, 99.71214410683642, 89.99086622067068, 9.70218476765328, 454.6950469376427, 8.961659690526156]]"
1,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[441.8379566469774, 360.4278716850036, 77.18738828347541, 11.577168868697639, 765.0580351807782, 41.96925072794776, 37.501437946082646, 122.91139287598077, 2.421581795821045, 130.5565629795218, 74.97885898318751, 350.971613758568, 186.45841987221152, 127.70842979902073, 476.6394629389056, 190.10954453164953, 149.96243367251483, 64.76354850980552, 115.29027500491397, 170.82363193438223, 119.08263532749707, 315.5648729890062, 160.7779780126475, 73.08146296727841, 182.83816699903193, 4.662851891597762, 46.79280462765842, 20.002209456230286, 226.9339739169933, 297.76417463718934, 340.3784831837862, 37.81470022303503, 97.96436974528919, 161.467142882246, 24.202458252008743, 412.5182391648174, 10.64296177141912]]"
2,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[94.61713932623053, 434.0959705380126, 39.319942372422, 6.231778930132328, 763.9647783701824, 43.04815408419799, 27.419362842100487, 38.33874545109618, 1.4490629871255996, 189.34187348103245, 94.10348128061845, 406.0277158240317, 139.02927564972106, 136.93448056041026, 364.17030329844806, 159.09912912672638, 147.17198764859035, 132.33424511769863, 161.34457908842512, 110.77571836361429, 40.78811107491245, 377.7054346495946, 75.78587639530626, 46.175499120508256, 139.1532670323725, 6.184280748641424, 45.19062887052319, 27.222738871349005, 251.14111183278106, 286.672205430643, 723.6037609833116, 33.209983036379796, 99.25293793560579, 114.83440914042738, 27.91273812991218, 594.1323951780103, 10.635142360261282]]"
3,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[84.44447288413605, 392.17078515911345, 90.25119883357038, 12.23341354962082, 460.598306767175, 47.64756332941339, 24.426962081624062, 231.84006796985844, 1.2705633857181704, 99.74902391866227, 33.066380747770424, 386.69943809589586, 120.7443387463024, 131.35661369743013, 354.92453214643155, 350.75961146444513, 149.64242489930893, 23.485416272589223, 130.43273523234416, 177.9911381214497, 143.4203091458547, 367.5568990938513, 89.34557229402422, 35.73180217330398, 175.6353495505589, 5.554525092011627, 47.78145762835682, 23.272036422195036, 218.91960216426372, 203.51380552094457, 448.1207176395688, 45.509830708642625, 99.2216339170785, 180.17448930414184, 11.987847239308042, 766.4777393226445, 11.053564737222807]]"
4,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[381.9019198483066, 276.1131762624348, 49.93434975829513, 7.087751807150389, 524.1362143283745, 40.98968426050363, 22.803847746716304, 183.42797394258187, 3.1515326812103934, 268.2436864360657, 98.34365695965363, 185.94685323174005, 190.71680069426884, 116.31187369773538, 396.87452780915413, 127.4568057701318, 147.68404154902976, 102.94990994522024, 112.36580554151016, 177.40148045626978, 143.42432298843985, 414.19223847832467, 127.45754562315831, 224.5014680795729, 159.200898897078, 5.064867963183534, 52.41125503352461, 30.10703985588601, 256.0080687263609, 271.82055937997336, 297.78373773142926, 23.07742986671426, 96.0364136680165, 82.75148978608976, 23.548626246909734, 710.7791593541403, 11.276020555072737]]"
5,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[397.6225449366282, 254.08587647714396, 21.75900363882215, 14.561994788065563, 218.37198766463393, 46.5457729719078, 49.08057775106015, 229.7520392585722, 0.4937362951553279, 219.21295500911154, 27.74952451621955, 39.540170828477144, 230.6487575120611, 162.29954513310952, 481.3237512797135, 232.2751330058217, 146.4587922267695, 60.88880989354674, 112.91261639853116, 193.27768606176366, 41.142689165793676, 360.64343339478114, 172.48455045229645, 52.73227846938557, 137.90730080573928, 6.8560777855340005, 53.70572358814911, 22.751968388694102, 255.11887355539858, 285.44929584458663, 436.2050545473028, 27.68225601555137, 96.18951002053078, 74.9861011640966, 29.811971912859978, 809.8053823660455, 8.333033638114218]]"
6,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[376.3817718292334, 473.43442433008914, 45.714811652308235, 14.884541550900519, 763.3862101763406, 37.048166711894446, 24.199405093645876, 236.32100972313367, 3.9197526380178322, 308.53822720605655, 35.04079606520868, 327.1865815908268, 93.47274218493381, 181.521226464934, 352.5596948090172, 306.3965800020778, 146.0960350014811, 138.72630685369825, 85.60941253984089, 183.23116206621432, 171.76345684256637, 225.388537530377, 149.56708361623618, 70.18617204828126, 133.960583518031, 4.394224568447215, 48.44340577199105, 21.307081784198616, 235.9621041418859, 298.181135177614, 435.2078469510889, 29.776710643506338, 97.83713751381947, 88.80728028951606, 21.1300258884079, 450.9968725959504, 8.554292165010448]]"
7,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[351.32347073921375, 215.16959174769113, 35.84326077236564, 13.843825815016261, 65.0788569890612, 43.35842829220947, 31.001941859352602, 81.06038188370081, 0.3932672421561212, 103.28284284959862, 95.51050975988457, 320.5809406544052, 145.18063966596634, 124.50773063551823, 488.0873537930971, 301.2370230866551, 158.32690065798178, 92.56146466973149, 116.39874122304423, 143.6627153466804, 121.26526112527316, 325.39919358326335, 102.71447842587949, 142.75496500240737, 122.20996453928377, 4.699288156828455, 56.74731866290103, 24.401318271852986, 267.65580579944077, 307.67610622237294, 728.9140582867576, 37.94462757573234, 98.01034358054584, 94.42369355175319, 16.56313206783693, 447.70959608244823, 11.088014979958547]]"
8,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[221.02282081348753, 74.46932042454475, 65.88167291629173, 9.024654474926933, 246.83154068492104, 45.877826367778916, 35.08525001610282, 179.79030637839566, 1.4629352819764665, 101.69810023014331, 24.817750633561428, 434.1395447416356, 163.76938707805934, 130.03752263434075, 370.5460818449661, 208.36651927581147, 146.37334136294737, 104.31908115456343, 160.08089649053497, 130.3565055701253, 131.22845450093877, 258.8204228608648, 101.05273131630776, 4.7948624352096285, 218.20930660459345, 7.3602129233248945, 37.662258116677535, 29.651485032039563, 268.55947524874, 224.23113066586444, 580.6311819295533, 30.393047049562476, 98.9353324531584, 71.60469607261571, 24.58245708570483, 786.5582033633398, 9.443873007218697]]"
9,"[[(0, 22), (0, 27), (17, 12), (17, 18), (18, 38), (23, 29), (24, 19), (36, 19), (36, 35), (37, 16), (37, 25), (5, 31), (19, 12), (19, 37), (34, 12), (34, 15), (34, 21), (11, 6), (11, 22), (31, 10), (25, 31), (32, 2), (33, 4), (38, 3), (38, 4), (21, 24), (29, 4), (9, 1), (9, 25), (13, 36), (13, 37), (14, 11), (16, 30), (30, 39), (20, 19), (35, 4), (35, 28)]]","[[276.72134001816414, 329.7865327596688, 25.355686684577954, 10.886824667893055, 192.78409896538392, 43.31328079726775, 50.795517281414426, 232.26632332851224, 2.8636919268269763, 79.23632788221906, 44.38805913162227, 385.1538126389463, 86.81483089372327, 159.7515130715169, 418.97027592837924, 342.3276636935099, 152.33029672791056, 128.1333194071225, 74.72409216068205, 142.49388063334905, 98.44846238359769, 396.6648688802928, 109.22876467162206, 152.9312597905785, 124.9872570779101, 4.9727610427341, 41.24252013495903, 21.595574194136603, 231.67868628737185, 257.6590073024063, 359.15249838297143, 24.70142928947617, 96.3802569721848, 108.39525863159662, 8.914720495019893, 599.1642786183824, 11.44113591082216]]"
