scene,edge,cost
0,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[13.899158539518114, 19.093450472665452, 352.609387205252, 355.12436176695763, 50.37425654743801, 261.5256091290735, 253.58612789780557, 25.04915374117944, 22.732938340933437, 331.1699093423657, 1.6151782623071451, 40.689822780931465, 34.01466787259142, 11.648307198409846, 113.93235230118513, 8.984458359000229, 353.6125728281478, 98.46994874528538, 380.7721999246202, 92.53343602783207, 204.0613575496464, 38.88718118261052, 37.64126074654686, 230.98634142907508, 140.5279828255804, 118.38992957655039, 5.91678400015709, 187.3518587712707, 30.52448609843662, 127.61928368098096, 417.31252253150933, 882.5106931573134, 20.00482009491114, 10.12066362630327, 37.36461078156877, 170.61405053712974, 93.04681277256708, 3.1245830579594296, 318.13739044648736, 576.098789102415, 91.18891996637912, 215.45021323628328, 96.50543203551189, 234.2138897252475, 274.06056524539895, 77.23861797836997, 290.5365199228105, 30.666714265749675, 38.69909617828195, 360.9628805917644, 77.0944390868506, 205.14314440845843, 52.57117670149981, 13.478061413709657, 395.40901129553856, 443.22046879775763, 419.2232696402142, 274.2570827474507]]"
1,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[26.243018412536784, 19.20102241655125, 384.4926829880125, 379.3449583984977, 53.461455070134036, 304.2828234361968, 248.86542135806553, 144.10801920324724, 21.66794086839089, 415.07274488522876, 5.092071679613036, 30.315037991987523, 29.48683494834388, 11.522362328615122, 149.74854935386946, 5.369105181055547, 372.6338899890412, 96.5481559293874, 446.58044016503845, 266.45476319118035, 79.40203216184385, 41.56675003123188, 31.232294766889893, 202.89191360604235, 192.12652754837788, 403.4474652325792, 3.142796303797752, 197.3001107770481, 31.743671580368385, 215.06629827746104, 122.76787254030182, 555.168904916685, 21.506640896610758, 20.316838809454826, 67.88470451812454, 193.03938157148895, 94.96261432463363, 1.8661260443074825, 112.3317771347311, 509.88018978550673, 61.87683584416674, 189.98319052386722, 92.98570508519695, 139.47583142087524, 267.5781771610648, 89.62400307516079, 271.61653530561654, 30.473909283253317, 37.72117832639238, 363.39838607204746, 78.30073997874572, 226.51126621022473, 86.14731688578745, 8.439520726730349, 390.5475811838405, 434.8532581120955, 412.21717515017065, 271.91846565316837]]"
2,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[14.558200263768384, 16.005850154703012, 376.3861388613456, 486.11104786400426, 25.450379121147545, 234.66578237041472, 299.5478017904757, 345.5807844041148, 21.754636050399252, 294.3068653847704, 6.900094587495606, 40.63058311012293, 35.15259421190291, 18.428611229367668, 253.6225600753373, 9.435652745353863, 338.57664626474076, 93.58081788668011, 465.5671957978911, 61.71384136603599, 239.68412528987454, 10.780784623760233, 27.402877536511067, 251.26434274333104, 115.65703233852392, 328.39450085781175, 0.38993624645726066, 124.66075059677803, 33.38878114245808, 228.92202634675382, 388.98541836280975, 468.5237718933565, 34.41506890782368, 19.70981901953578, 222.26242992567262, 202.83489027788073, 93.99137378855077, 3.655397959390036, 256.7340365400876, 365.37470251991283, 36.60064876525219, 219.60349583973795, 194.66236892916112, 215.37978077313204, 268.66203739697704, 81.2493982805724, 392.627821407119, 28.090866745339547, 39.559227734403116, 238.3592891892293, 79.94582104057784, 226.18946636602467, 83.96802328051459, 9.757160319121027, 316.2693086906578, 309.41035043980986, 385.74522003543694, 150.9639563162694]]"
3,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[25.647259803249035, 18.461500777731143, 336.0457300383672, 518.3490502607488, 90.61094423584098, 186.53017071576275, 292.64942386847997, 17.532863931761472, 22.336500901200584, 359.15782809392977, 0.40623184784872635, 29.493084155302157, 29.733696623477954, 24.210701043073747, 230.15626797808196, 6.400846908657363, 383.9110729375143, 90.10256338069877, 334.01451299005487, 202.66446714773969, 243.25025957695576, 20.667202341535678, 33.14416739415292, 364.3130230565188, 151.218131033516, 276.8319911853131, 5.266612800886772, 560.0916417238144, 30.09663791831691, 116.11431855655209, 311.1405224591372, 746.2718812797025, 34.167096535715686, 22.59543941377369, 149.8861731909568, 152.1879000387832, 93.35501150853302, 3.94306063764851, 238.96382056815222, 658.5934092619302, 58.36578351935064, 154.32120672661085, 183.94333703382208, 214.3537723490745, 267.7910623830229, 96.50939501135637, 236.18259914504057, 31.28387155726828, 40.27879776323165, 272.2367945342089, 72.65871826346611, 223.63949840021527, 26.1569704761045, 14.762222846139856, 409.4249325014962, 110.35708523041608, 316.9144386315167, 157.53317338512915]]"
4,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[10.420376526522604, 18.561516161919823, 409.29180729530987, 434.3193063087216, 92.50379245985053, 273.7106942721953, 287.4772210428223, 299.2712661991983, 22.692353086612005, 233.01385547313504, 3.3831188043687206, 35.50224395396605, 29.234204388806177, 13.904249774363489, 154.935186234811, 3.4250188654516363, 344.3799663791812, 98.61002277623454, 189.57469335211317, 145.4788622046495, 123.45114259710166, 35.003291646988615, 32.11537288840938, 334.5452572805424, 128.1809691268728, 251.56524896291177, 4.197451459508118, 109.35223727640059, 35.26183429508657, 152.86278094873802, 134.8832582682274, 888.6278978729762, 27.31147276955471, 20.422401448891243, 187.48437662599954, 200.6028189183653, 96.28936160665917, 2.567881715624768, 277.4758725752678, 685.3067767154247, 54.727752906560276, 198.8940445175088, 337.2150413014459, 173.67641857750186, 270.67064539096066, 92.2166231848551, 222.46809839165869, 29.524839089972534, 38.5910548028495, 314.9445649378073, 70.47754705873257, 222.5146728702037, 28.16023958740385, 9.400378575439376, 327.1189180108987, 360.5591551709851, 400.4629610592033, 116.4786232190572]]"
5,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[25.26939775160845, 18.707331229678058, 365.53368215875264, 507.8299845387611, 46.50386256919744, 305.4589397498312, 250.8777429264283, 193.29307376742943, 21.760171405620763, 209.53182327660727, 7.36836225943779, 23.16963699500245, 15.295296450583143, 16.82771743882923, 87.0326369434554, 9.009675572979141, 350.1632469983048, 86.55529963399869, 164.90957550573802, 114.2329842081746, 118.03912046236553, 13.037845278959148, 32.9927238041152, 443.68212125715826, 157.66506606601436, 412.82861792296984, 2.2861067213208845, 553.0471008658706, 34.62617921803745, 239.12912792044074, 409.4370604707586, 156.35924499627032, 22.692177199313836, 21.088731379803797, 26.83255494020336, 148.20292472550855, 95.98395393095099, 4.638220792275914, 106.09994879167607, 457.1623362271666, 109.1405112656648, 167.17875729734118, 158.50092360310012, 198.58100743572362, 279.80546240054446, 75.55582325079786, 210.1286339613287, 30.01367722375256, 38.52308584640584, 249.201075243614, 72.26866974966381, 203.15776137383767, 40.180744425680274, 16.83989838032928, 339.4728922172591, 485.4289931049546, 363.88729382748113, 133.6544687947182]]"
6,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[20.082011957860246, 16.77009041128054, 374.95616798057625, 356.32466541938084, 29.05453923224763, 204.58132845940065, 208.1101016174952, 162.9849170601417, 21.00825848494143, 300.9202349316034, 3.6783021789008057, 38.68970649400624, 16.436205825409644, 17.780032314406203, 175.6382741835393, 2.5446157073208626, 362.87762122897357, 90.32053976498983, 626.3991526484472, 206.48181813493687, 205.2402863080182, 43.101152073063666, 33.72765184813879, 347.9041077171081, 191.72096689469097, 445.4669649163338, 3.367361435277587, 140.9295744030388, 30.399907974049583, 72.34881556918526, 333.6116926438808, 412.66413223675306, 19.94458023709091, 13.872505768583615, 140.68919145224083, 118.13137663922521, 96.03600593932234, 4.704914442067183, 166.0029335560949, 814.0346591079464, 150.25781268539794, 198.66060096816432, 77.27168548393483, 199.9886812960213, 272.1591937989694, 73.4866836917383, 328.0808363224314, 30.95543265869545, 39.51593451551545, 338.83730644586, 65.18306652808408, 199.23969901804384, 127.45962253465825, 7.281244658626935, 404.67391623134637, 165.33377160880548, 433.1678056941314, 238.94920557855778]]"
7,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[18.006534908363328, 19.612475571246144, 399.0236587031695, 355.6678664910589, 64.71649770155531, 290.69557828870836, 258.7873377021744, 96.55311340995756, 22.576118292799038, 240.65250405785696, 7.855438153508254, 20.820632307343885, 19.449508353400326, 26.20997970604916, 193.0075050712919, 4.521239151198391, 390.05518925855955, 87.77120071882779, 609.5255059726086, 125.74795515469566, 266.32074096221925, 52.34573311199878, 26.833772280631802, 436.1197681343575, 139.60658160378318, 343.5869733650568, 0.41993133453471, 69.18719418339724, 31.516848660657253, 164.42088303381496, 460.66319138703216, 452.482890790553, 31.08433082200199, 16.84893094532454, 94.59260589017978, 141.12224862298177, 96.66717941142248, 2.6315420161682854, 92.38480813781464, 722.6243315212041, 35.91800139091413, 220.77272814410804, 169.05857173868137, 141.10050082003457, 265.44491101658537, 84.25098533884677, 350.81026578851043, 28.494336172580685, 40.19894650098972, 295.31257277717435, 73.08094692371914, 197.52229301323072, 45.858237962542, 17.444505471821632, 511.4477846120054, 104.51515837299301, 388.9203327693283, 134.11670144387523]]"
8,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[15.828474156629436, 18.735728649280922, 368.4624197898629, 396.97231952851644, 53.742381860782984, 248.7866257095551, 276.9036906300786, 311.4947859465703, 21.844246838445077, 297.3077068204017, 3.836420679170831, 25.78467580040001, 17.97575599325757, 11.586930564076711, 91.47403709906007, 7.806153416491983, 378.98472156841206, 75.27272227673461, 310.86423863369987, 238.10510743841928, 66.62227550595549, 10.53797844322337, 33.41117715224035, 256.96517000541047, 181.2650666727376, 197.13115005125354, 1.8753720437526948, 70.67032056661189, 30.24036783341478, 177.398441019053, 518.4680140873161, 222.33901198619395, 24.620711811230578, 23.478121620120156, 81.45361869502882, 158.6208060977996, 95.65596616207145, 4.515068964114262, 279.53292048539504, 640.4271333716339, 100.334335508384, 146.49993158275203, 69.18842655647728, 131.34118288390385, 265.92184590989393, 82.23514506401247, 206.56688790554946, 31.668080215110493, 37.699315094761886, 70.79418059763034, 58.746495745971046, 199.49430497633404, 68.30574188093054, 8.823741742413564, 514.9247369692495, 294.73885563612663, 437.5532098511653, 224.12916510858946]]"
9,"[[(5, 48), (38, 36), (42, 16), (42, 17), (47, 37), (1, 27), (3, 16), (3, 29), (13, 7), (24, 46), (27, 25), (31, 5), (31, 8), (31, 29), (43, 16), (43, 19), (2, 21), (19, 10), (19, 43), (21, 48), (36, 9), (4, 6), (4, 9), (4, 29), (4, 37), (7, 34), (10, 30), (23, 5), (23, 30), (23, 43), (44, 21), (45, 8), (11, 7), (11, 35), (18, 36), (12, 1), (12, 5), (17, 16), (17, 30), (17, 40), (33, 26), (33, 45), (34, 12), (34, 21), (34, 49), (41, 24), (41, 26), (41, 29), (41, 43), (32, 16), (28, 20), (46, 4), (25, 47), (14, 8), (14, 48), (15, 31), (20, 44), (20, 47)]]","[[15.957366724705093, 16.527196793678804, 435.49079612980813, 474.3047900284158, 59.49427559418644, 276.65173101034765, 274.4393516448879, 163.51579662790712, 22.26914700484228, 297.4520276747057, 5.628414163822452, 39.81955706004301, 35.66565469095521, 20.80515017649617, 184.83299458949278, 9.643506152190454, 376.62720728921664, 84.71492151808424, 294.53753022530066, 66.39074581470724, 35.2029236468714, 19.45642620488464, 34.95095599037604, 315.7003436631126, 102.10638835246841, 397.9170303416776, 2.863179405119686, 214.2372249272151, 31.120346572039235, 172.06512958505095, 427.3065507882549, 742.3310329564559, 27.39007748411747, 15.194835880797871, 192.7932832338101, 154.55019990919115, 97.23291197843001, 1.5098009331037048, 227.76613686479462, 600.7482515088976, 82.24533116850864, 143.5170042023613, 35.922972037160555, 221.31070216783417, 265.13375767517635, 94.05270807326174, 285.56492365799744, 31.482937339434717, 40.896996050436975, 231.91642616066596, 86.29962762112291, 212.00908447055673, 22.364531504021762, 9.418647806891945, 502.4876671616473, 451.6020127174069, 440.8597367723406, 146.96542012090816]]"
