scene,edge,cost
0,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[15.214992319197393, 406.4585667489392, 113.67708109548417, 112.95038931307552, 264.26155844166567, 111.29453630122026, 62.65438312095183, 23.53117303093292, 153.50321154715814, 96.94631143227035, 196.75549938742438, 25.47189400802597, 332.74131876617395, 93.66120655190926, 181.06640856841, 215.97431275243935, 20.680675926519935, 12.209804448867056, 57.5774530134545, 24.65121747632254, 57.32960322800704, 45.26795541635905, 436.48349184043246, 90.71039611522409, 337.7324596543499, 31.98785126416867, 130.35680331037588, 297.0263258925651, 33.350715475762144, 19.648828746915797, 16.65733268444052, 80.64406547703231, 701.014424653194, 203.1652924830607, 19.189951510747832]]"
1,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[120.91643637503236, 406.6695457667781, 78.9252083797983, 102.80139332104667, 282.5025999668648, 111.65322185315306, 21.43028793955294, 27.147914574259865, 133.90050840021766, 112.24760710201275, 278.90473227931295, 21.900873023382115, 235.4330414640133, 27.620435579679942, 44.57180837539482, 239.6985810166953, 8.899963763065294, 21.61691904582223, 74.03428030649897, 22.506258726553916, 50.108068845116975, 16.584745040566204, 316.2033951355712, 78.38275493150796, 317.7856894387111, 36.614244118562105, 218.65879781532948, 282.0747274735734, 34.04888741867643, 16.650156849384157, 31.44042090362858, 90.15260539172381, 604.5249125684538, 227.208608571528, 13.755535516204995]]"
2,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[113.81973579634428, 416.7776687788014, 120.60613827892311, 118.24756667888256, 247.30535583127607, 116.13458355977865, 57.37782504733019, 25.25936860546757, 185.73378358291592, 124.73475683478837, 272.828437259663, 31.134402153685304, 267.54220942255444, 33.50166620614836, 110.67411906988463, 188.92784680743853, 8.881444889565973, 14.94610960827577, 35.58046725033747, 14.215891035426147, 46.46097734049488, 48.652344551080574, 467.25617810315373, 102.81300054373601, 343.1370154734163, 23.39807324219254, 147.73237413267077, 279.3261582037713, 33.68101328755848, 19.718212473272718, 70.55842500435807, 92.35570759528954, 547.4121699891259, 223.76889150485295, 18.050517943913142]]"
3,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[89.40474980751958, 420.43640511377936, 132.26713185809757, 42.63676150191313, 316.095728734926, 119.272544240026, 31.436939586955255, 12.711286243955122, 187.42965215310983, 133.649728194801, 163.2209226430656, 24.703037375357315, 148.8396989612669, 104.98642211159978, 182.51436801634148, 231.63535902387264, 13.783289138636285, 9.780269437524762, 72.00933298005701, 20.822324665758046, 59.61830489075762, 17.479415330241583, 393.0480423293496, 92.65836073036468, 495.2992202648374, 56.44231241480119, 221.4172248507471, 271.57361085895985, 32.51330845807184, 16.894048492783615, 62.76338584965361, 87.56556384304726, 462.27608495959043, 203.52483183810523, 18.35928524656213]]"
4,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[101.78995136005, 410.1461176942435, 104.82441983961179, 139.8354960013825, 357.0577985441094, 133.39124654618587, 96.26151560728202, 29.565645785583023, 151.5229046159257, 108.97024881080674, 153.55198062895724, 33.27476494480128, 171.14338023726452, 56.88481073240329, 39.83145566915006, 250.1976519677356, 17.205328091616444, 12.713305069481809, 38.52587637094632, 29.06116763436588, 59.16512013507185, 42.581634269650436, 250.44318587067517, 80.03719328819919, 268.3153603898765, 50.450282588218656, 136.1057862896469, 274.30472648621765, 34.68990711780402, 16.28797615974002, 9.391502201305403, 88.3089089217751, 683.6409930617314, 194.4341170722783, 16.259808988099206]]"
5,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[45.859756093132376, 423.1882830610591, 107.70968630615836, 85.09786905808973, 243.7284696538527, 138.27992981971983, 78.70075798169928, 16.439290538774998, 215.54222998407974, 138.62886103589366, 190.0607666872637, 26.80441620733896, 252.06142945275602, 96.38145226569489, 57.5480315644288, 303.98173943356835, 16.592237911237685, 26.68209348157136, 45.91795760162435, 12.149344705076611, 47.713531921687014, 67.48916592992956, 246.19057705676232, 113.8098409197079, 352.82091796248056, 58.00605329882348, 130.4286517749467, 272.68456909490385, 33.47088182221099, 20.085828408485852, 24.621074131357005, 88.48332714536176, 725.2221862172426, 170.62712733487848, 8.357075158381825]]"
6,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[242.56470524651638, 414.2595120793735, 80.24958446648958, 64.96510252699466, 339.1960130750965, 99.59403666097836, 5.716679762765528, 28.21813596201687, 233.7972259597595, 120.70018164762556, 211.82984503449944, 31.499122496444905, 226.4296776403232, 53.9320988057434, 185.46991847170958, 195.20638977091141, 26.73468682218899, 22.501446065103828, 44.07555708521356, 35.19914206703711, 55.599309188594894, 23.659955337367776, 442.8103720774362, 102.88026460905448, 407.2995191120575, 43.45207482141902, 125.88887456466759, 313.2057166014396, 35.358116815062246, 16.10261035487867, 60.209544970086576, 88.30054429001856, 632.8412800414403, 236.5369528939665, 17.253972412348176]]"
7,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[36.23531504368117, 420.304750888007, 66.36977738809834, 57.449105959971085, 248.4041683623779, 99.66027196940426, 41.991738518929616, 16.30863992048593, 101.27164196333547, 94.70234095609966, 120.83080115575378, 24.593036198988155, 295.0992896108751, 45.399614310282374, 132.99761438827898, 196.46241082222036, 25.97932036578828, 11.844380909244546, 75.1914531735464, 21.090752264125427, 41.85949135931787, 69.86668939739934, 239.8838446440296, 90.6228040088737, 434.3644918838462, 25.210974002529692, 142.20185952673953, 275.0659450363796, 35.106492094871854, 19.87476093282737, 15.423682243633559, 83.39001782467297, 508.9024086302966, 215.73895328986458, 6.0553249048463105]]"
8,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[16.66738434863541, 419.7455020062076, 95.53624173276022, 26.56489700050154, 335.8000954982766, 123.3896201876617, 40.94870787129884, 17.68388955115784, 199.90264573035245, 100.44160407261568, 161.20538585308043, 29.469512112605006, 239.7189277190281, 63.53901028163012, 155.67515080373585, 170.41978525952882, 22.382927255113415, 22.08683444386449, 46.408211653960215, 29.69180998765847, 53.13044678198032, 48.79520657168288, 290.7828376229347, 83.4503504584988, 445.33838610064714, 59.9986225456832, 223.61020061732222, 260.65199688066417, 33.36640678321793, 14.056639212836782, 75.34172654740455, 92.54605626509809, 569.5866157070983, 222.30330937083997, 18.059268104653945]]"
9,"[[(0, 11), (0, 35), (7, 2), (7, 13), (7, 28), (9, 24), (14, 9), (24, 27), (35, 1), (35, 14), (1, 29), (17, 22), (23, 5), (34, 38), (31, 10), (3, 17), (30, 10), (30, 29), (5, 1), (13, 11), (20, 15), (20, 23), (26, 8), (38, 19), (38, 20), (10, 1), (21, 2), (21, 4), (21, 15), (21, 20), (21, 33), (12, 30), (37, 5), (37, 15), (37, 27)]]","[[234.27214795722688, 425.37587523918626, 67.31732242318941, 92.91790296905992, 373.7223877537051, 157.871815088456, 72.7995992368782, 24.459718490431676, 157.9185719319023, 110.70390660772064, 264.1106860407911, 28.34064618394168, 263.9136496161227, 100.68960065280923, 194.33434562079304, 210.80408743394477, 2.334590035679308, 21.175487035909356, 60.39783624475493, 34.603668576975544, 55.80320243513441, 55.179476046053175, 291.6022256628542, 96.27537890257751, 390.44055782502915, 28.568872109588284, 153.5985696323902, 289.23198152000026, 32.924667497081785, 17.704584545890604, 23.11885749981238, 87.09137369948648, 510.95353733252165, 221.67361400854907, 22.690967810937167]]"
