scene,edge,cost
0,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[33.29400415510263, 358.0683964378384, 14.710671222052166, 7.433932201155372, 50.62782025566639, 60.34335372309299, 13.5977305107072, 70.5207269611596, 380.3374367646469, 55.02112312233792, 11.617212226028789, 105.69911580900514, 22.27859629772697, 94.78452837074055, 2.9134534881922662, 87.5344339714666, 222.68935369085713, 26.13056838653407, 78.65693829141345, 96.96877019597207, 106.90244984021903, 18.1052666536813]]"
1,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[17.72572825480528, 178.51666949319298, 15.076047637688713, 8.553310773582346, 38.6532356225072, 115.43818233698279, 23.767622974675298, 91.9346704911205, 240.61369398804146, 75.52775714515792, 7.79385656465738, 19.533457825276543, 16.639782655486304, 112.38974933448533, 3.3335235610048652, 110.55585114266285, 287.4873786352648, 16.48615156414756, 69.64065598058596, 60.18227275481015, 101.80622197428369, 15.584233661737388]]"
2,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[75.96219368102396, 386.77465275647154, 18.60009083089151, 6.70123242694619, 43.360118193329015, 104.04152283357978, 7.963369538732195, 78.84944445469344, 264.01786859936897, 78.2393271796699, 30.854809158163718, 116.12913988847077, 21.69457002051217, 83.90124850835653, 3.708629978843902, 99.82515101727957, 206.33838131337566, 26.04771640792152, 94.91442801139468, 76.434313453469, 26.008306593269502, 20.203578457929375]]"
3,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[57.25433959694712, 282.31834404487586, 18.340368727587993, 8.215907828984285, 39.22693872117908, 52.15203324322481, 20.596090099930382, 63.92237061862913, 362.1037304852656, 81.22879986788494, 34.84699595585922, 130.0622710262924, 21.365089599516295, 72.2040954416291, 3.0783200012310745, 94.27391629290004, 228.63688662318665, 23.303822084686015, 84.21463108633328, 64.79172231375628, 90.33206059355679, 21.366440543021127]]"
4,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[82.55681968281974, 417.79681849812556, 15.144618702551869, 6.122543305407241, 50.14398963876763, 118.91046060235952, 4.499405982168583, 76.19022286705479, 308.9330269759426, 60.47284370769022, 14.079345886964111, 28.970142050271903, 22.055695014959447, 99.33985142737514, 3.457839164886513, 107.67393670528367, 416.24920183419215, 20.733956065125962, 103.47207400820574, 77.41357618605875, 71.52501464132285, 38.126739644537864]]"
5,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[52.92261691121642, 194.6553328767581, 13.0599431378811, 7.7773144001459436, 36.30824773391907, 97.52514083472266, 16.699403752397213, 68.24536713969795, 66.47790455990918, 79.88923155298444, 21.820958821608308, 27.256123830757872, 20.974692011299652, 104.5399244245845, 2.2890122122830183, 82.88495507995893, 257.01471453715817, 18.694102207986262, 85.42215971881589, 44.66317440896529, 63.739292700694705, 34.50897610115878]]"
6,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[39.412261763973795, 336.91679457168203, 16.245755388360994, 7.408369322631486, 50.52521282186511, 39.99728454071325, 22.24879171681549, 75.22821649367124, 431.6728248294716, 72.9202636564331, 27.363252776577664, 23.319556694556198, 18.977905148179126, 98.67362459418516, 2.3063497429700472, 85.92341756504251, 378.2154902432055, 25.974056225455563, 69.51130642178477, 141.9951663052937, 30.66906164555752, 19.1359144983399]]"
7,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[24.448389753837844, 141.6566581812042, 16.0332569447806, 8.779242628435059, 37.283286162138324, 96.38818460544724, 18.363267418526235, 85.28147397632544, 395.1531301542314, 81.7191805940481, 13.403261899406072, 116.66394375817903, 16.717244105838322, 83.60340778270573, 3.571085577642988, 87.18777447043516, 453.8571539595439, 21.266494757166445, 73.5885497041316, 87.11976306307642, 68.89099380489503, 34.625457421731056]]"
8,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[49.821811326966724, 130.72770550999778, 14.284427011295335, 8.397054579206822, 49.43042706812437, 106.36322359647171, 26.06664768367879, 94.43391660317886, 414.2260023593402, 62.221258645617326, 1.374682984217335, 17.962458475806258, 15.245623390190902, 74.08747548738883, 2.515165168108035, 76.08775006145461, 178.03401804389506, 17.544754055414526, 104.30561123222586, 111.65320784883819, 54.55023278403025, 18.8258340924614]]"
9,"[[(0, 7), (0, 15), (1, 2), (1, 3), (5, 14), (7, 29), (16, 14), (23, 19), (3, 16), (12, 7), (12, 11), (12, 16), (14, 10), (14, 20), (4, 10), (4, 14), (10, 25), (10, 28), (24, 15), (9, 27), (8, 15), (19, 6)]]","[[19.542073759505477, 430.6120647124289, 14.380740984591746, 5.875124674875886, 42.67922391541356, 43.30602450120133, 16.263394329069367, 92.70906095648192, 282.07799098960083, 63.89496261113147, 7.559159217829597, 107.40393523588443, 23.84015670887105, 99.00154738756916, 3.2004470285485853, 83.3843034271087, 194.97400845752014, 26.84582646190794, 84.19923327294673, 64.4932538251908, 58.11261290689493, 48.867854918249684]]"
