scene,edge,cost
0,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[306.07000904746076, 153.75576929462272, 38.94843761764194, 41.41801875644726, 215.55442653149436, 27.481378427610174, 555.3496088786005, 254.62373101224722, 25.58454977534161, 483.4776289093903, 137.60784418156467, 240.8687011813885, 228.92290105312637, 88.72003306794224, 104.80679974959753, 66.12158110115634, 177.494682206261, 358.9085160196679, 6.78192716649078, 207.24306554209164, 263.2024534466674, 163.61594946356453, 210.04699059420065, 309.4452185443695, 256.20086683049703, 49.08748969918241, 406.8445365728018, 14.306285149831833, 104.31275664425934, 11.02649970250511, 91.01621775865274, 0.0034529497008914944, 20.3589853876645, 96.50284688334104, 30.875218217139977, 83.95603213603546]]"
1,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[570.5650601529146, 83.40129023056194, 45.00629241748261, 26.16989407838915, 396.4042628993509, 44.71314654911394, 354.4481058280892, 138.85812180253953, 41.761877200132275, 574.4379134429948, 159.4463714802406, 269.8129996184918, 222.51436086309778, 73.55258225125804, 105.0891242091759, 81.6756296942077, 46.678893663976936, 327.1640807658807, 7.859004379789547, 181.2627103419353, 165.74682096826314, 145.22254984876213, 248.58895110283692, 307.0263933908972, 53.333254937372004, 353.11160400134895, 389.92406604387514, 45.384383056570584, 102.28220455628575, 14.436648726342378, 82.93356516488207, 0.9862187579567352, 32.50228516206203, 96.04241923404636, 38.19680771308717, 79.37053814510132]]"
2,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[318.1339339294248, 102.05085998841106, 59.58933967236234, 8.737536466386814, 600.8228817852395, 35.61756516732151, 310.40331669538034, 160.7237729780942, 36.99638846634369, 255.2818080393883, 106.30144926173999, 284.2473769650968, 65.39216134450157, 56.7719812015463, 82.71249405375805, 68.91051810845202, 284.837362505056, 407.9147423931486, 7.589919525572483, 238.79324614344097, 152.87637496881473, 165.37704380842575, 283.36616210917884, 307.9898814426559, 82.22169906880268, 96.35678220489197, 429.32930219983325, 47.57574116693378, 100.14630721931638, 13.853964833914786, 66.95373570228173, 0.45268583072438884, 51.60980984881436, 100.32249085621552, 49.65022065431134, 105.24019477287288]]"
3,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[381.50982559689584, 83.3582337240486, 16.764795405299004, 40.47089614268949, 765.8810952227645, 18.70471379017107, 832.1129151004126, 49.74250588925636, 27.16109220487936, 440.9874561036024, 44.98637258299235, 223.54139251213581, 149.4676079951272, 155.23118286034043, 91.65265123695698, 66.80334818375263, 136.51218200809194, 405.6591327500197, 7.303021006241483, 240.44025794815445, 194.13102863502448, 167.54928696461468, 150.10216989283393, 311.62009010175655, 112.81814494587888, 677.5346276983391, 446.9047072102163, 48.51314904696103, 109.58387941305683, 12.927657489432372, 54.51423006395697, 0.013976895062150163, 51.160317897255716, 100.18682839014267, 22.53789882305893, 114.25586346663053]]"
4,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[410.9432811001169, 106.49097426434369, 11.927848504277232, 8.269395147124978, 575.4559378827935, 22.944922298553344, 1016.4156597157059, 220.3366760275187, 33.79610639634177, 435.37545254537963, 125.48790196504498, 286.34812991867534, 139.42860832967136, 148.58289787057993, 80.05364376760295, 69.5015586945927, 232.68364659837826, 401.2840340052828, 7.41186930787111, 221.44636282925202, 282.02922207915753, 98.9772475625603, 151.6033946112283, 306.893034748953, 262.0315072542488, 536.9178733968445, 461.9050978121546, 24.232264504427018, 98.34548298115132, 9.447241326943368, 74.66082462465317, 1.0085727628848458, 33.52055481481635, 98.28872303665173, 20.625760698490716, 103.22241007501194]]"
5,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[511.7221772239776, 145.3153709025928, 54.41627760637916, 7.817571266027782, 287.63086128298175, 1.3544294691792282, 570.6605678023463, 71.40768694559708, 32.914141786088706, 308.55755151056087, 29.702894829921014, 283.31720755907503, 214.88986924696474, 100.43040085166545, 69.02420006698091, 69.88209972549664, 174.85897664030372, 332.35258403676204, 7.864768310744396, 218.11000496345088, 46.38788939690994, 173.8724953892188, 241.48631533457998, 312.2671265463839, 137.22874684199834, 688.313612557806, 390.7773979220445, 17.84544159211953, 104.16552546786254, 14.403991315605635, 93.72212312171979, 0.22008585012345083, 39.39320369924799, 93.40891741508852, 34.09943488663491, 123.96647756350592]]"
6,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[342.95094445782405, 53.119469542576724, 44.546735309469014, 27.013153902518965, 676.1582079771464, 16.120072754507817, 639.124378533855, 172.08819298048758, 35.95575075967701, 786.6896231055516, 103.01082631215226, 240.5885689476088, 146.51012472691116, 85.79930764131738, 55.8759512960847, 85.63255346367673, 129.96006782961112, 286.126190909679, 6.024558924270188, 121.35000435997648, 204.63682634655777, 147.472419510186, 164.60651204287808, 306.82259978229604, 237.61279999226946, 358.06624303666456, 441.1499186971582, 14.136687990502766, 98.20996080698234, 13.354564243386807, 86.04574309326676, 1.5634818807757438, 39.410521369029695, 97.59738854721442, 45.42041827763269, 96.96009707690018]]"
7,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[278.9109538265075, 40.749545501741835, 61.080964546090925, 15.34031826897994, 398.255983426705, 34.377899768054746, 450.82723560003393, 13.605503668850684, 37.75330291470635, 626.2247350266362, 160.78865515173246, 238.20070537626444, 60.734309292494814, 163.26829099912317, 69.84767762674744, 64.29753160448779, 168.67064412012616, 372.3250106027977, 6.843364400136988, 98.5492735811147, 26.77833001290685, 105.58884319079532, 203.8242297553741, 309.56142423409364, 175.05181622451437, 452.2025083490919, 448.2276211514632, 26.949153292592115, 92.39182819531166, 5.905522081769704, 59.209438230160906, 0.3867441486646668, 21.083393891039034, 94.72086691138477, 34.51613312779763, 91.21371525720939]]"
8,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[215.89149538977952, 150.6819476591331, 78.10770817123112, 43.39234502114372, 795.5916053829317, 9.899598649798122, 841.5222252333123, 19.765705196717015, 26.01946845779259, 571.4966859798067, 64.83575585617196, 234.50954220881752, 111.43285564408697, 143.0620737652648, 63.996894284917964, 77.42431358399197, 75.19821691507502, 308.2927654886894, 7.5393196264405065, 127.5663745093667, 263.79322966223447, 168.4055813749165, 233.1465345418507, 310.8628552779338, 114.30410247207146, 702.5259215197956, 439.85940537121724, 50.383327496549356, 88.63104474305601, 12.99957062866789, 92.8429197585051, 0.4209802155333524, 7.559670971165216, 97.82042915784092, 35.46644183416487, 83.70073311122816]]"
9,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[551.4199672059432, 44.19615683342761, 29.196111558124898, 6.771710633606851, 204.61126176768767, 36.76255880321238, 990.586287600563, 413.322482673887, 34.18705047597574, 584.8810982617231, 43.10403638979675, 234.32321456731287, 123.54078462691912, 94.59341254812242, 64.15574624445073, 90.1959370182066, 142.89129507756178, 341.30639621487467, 7.354996991667465, 220.03069209067874, 87.02065178635134, 126.96976986642537, 171.47768907232313, 312.30166855880714, 76.50124507449712, 280.6545463008161, 388.6788395207644, 49.306331094406424, 103.15278906210887, 2.6683281296565795, 55.8912992352648, 1.7461682091177047, 42.412083030525025, 100.49023134677881, 50.05673558722691, 91.79601394082283]]"
10,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[423.3849059265233, 90.8259119999464, 47.05465342912289, 15.321755942894297, 133.21773188319247, 19.847673232585603, 799.8983209815408, 59.70578153047507, 28.75877881229994, 463.47448154288344, 114.71788881570978, 261.54282626190974, 251.20454054668494, 75.56378021557369, 89.22882516417754, 87.35792880701908, 149.31260935771672, 319.7739305823655, 7.629921247228315, 153.9645283241667, 253.08720486778705, 111.93474341998815, 127.08330481152242, 312.95000056313376, 149.8774805679605, 338.7732700065497, 425.047726176437, 50.724740663758865, 87.74276426308583, 11.308887446712802, 65.23926554265803, 1.829999008646583, 10.196891936238657, 97.93706549337331, 40.23164507373629, 114.32301116907928]]"
11,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[208.65397277431828, 102.00895773282694, 29.812402702244416, 11.70071963728095, 389.40370315787044, 32.61360016891463, 273.2697478837231, 38.22855314096128, 34.60128161108598, 652.828667302164, 131.929661768909, 264.2485760293239, 216.17617096811423, 100.18598572036413, 99.35395118246979, 71.17363052781167, 273.79904743453676, 260.3803375031461, 6.09971581783603, 240.0231707329218, 39.46411671621147, 118.23126970843894, 258.2589021929879, 311.82417930586524, 126.41661648362312, 394.4121582474849, 458.5196264683954, 52.63924411479813, 96.5523960041032, 8.618310505060029, 95.84953808975946, 1.2639347979458917, 22.578686099254956, 96.30962367285952, 25.145212972272002, 70.575180016467]]"
12,"[[(2, 37), (5, 18), (6, 1), (9, 5), (9, 37), (1, 14), (1, 34), (19, 33), (22, 4), (38, 3), (38, 11), (35, 5), (3, 30), (30, 10), (30, 19), (4, 9), (4, 23), (32, 1), (32, 30), (15, 30), (17, 5), (27, 2), (27, 10), (27, 11), (27, 38), (29, 6), (31, 8), (31, 28), (7, 18), (7, 37), (21, 17), (16, 2), (28, 26), (26, 36), (13, 10), (25, 35)]]","[[201.19294411208125, 85.17900579511682, 28.177898476790933, 40.88995005012959, 44.19127519811218, 17.488968793047892, 231.60484626720103, 182.5815654217667, 33.30264323243908, 407.3869577508044, 154.97068739523942, 278.16258458740447, 114.54612182862758, 103.99228903591924, 66.81354366227423, 61.80753898106264, 169.54136633001806, 301.9604640599072, 7.746280811810632, 223.26426625667347, 102.3729514487736, 149.90012596789296, 225.6894049475909, 308.3517249924094, 148.94030647795142, 249.2188491517952, 421.95901063835987, 35.55327455087812, 92.88154219290061, 12.491667353959036, 65.17222759428847, 0.04468445793995057, 21.176565357081763, 93.49472264985792, 35.34881056708036, 72.72953898238396]]"
