scene,edge,cost
0,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[10.38930497217899, 40.71760209410056, 278.3533738603668, 37.0255409242707, 74.58836433840055, 5.716547769543658, 10.414121051977837, 390.5098334552474, 50.06475495392299, 289.6216619727635, 142.2646110936929, 110.12147009270281, 178.96400748663442, 108.71222291135851, 106.97196141610237, 1.354239101309623, 40.627192065916105, 451.2197822419295, 158.62531688018478, 26.315309902885687, 34.013215845389915, 68.36767940218513, 115.73655393354846, 356.1347333419868, 120.6836882790852, 40.83876540670657, 10.995458788323056, 144.36247244279167]]"
1,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[13.207939291288895, 41.50240899720874, 177.19379918365712, 89.65361129802463, 111.84285534323473, 9.336301927388948, 31.53953233159926, 451.2193674091635, 40.12949448260558, 219.02366740297435, 325.00897825651214, 172.47646611619254, 179.27669444382508, 96.88187103958852, 139.15705644893714, 1.7335669435247192, 56.39516734870174, 327.86292189091944, 73.26327795327475, 33.108360245682114, 33.91348565866633, 150.34134702955228, 115.63688847472002, 330.489061869029, 115.61467859897141, 74.73973389236528, 8.139795082301928, 97.76733212693543]]"
2,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[10.402416132196134, 41.45618697641335, 283.7359129597331, 34.89704678432571, 90.48228336914971, 1.9497879385410188, 31.94052238987904, 442.94750030050943, 46.567120532802164, 100.96964338389284, 234.18947834952468, 109.36725975697715, 179.46447015195847, 63.956634915602905, 156.2487571321896, 1.9931030564210137, 54.72080251808042, 144.8582261616375, 49.956282972041905, 26.223537711390748, 35.98574044861541, 123.00296044976156, 102.39274579941907, 354.91444380161784, 88.17328855598613, 49.13490290025193, 11.82604856852138, 174.62994079439184]]"
3,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[12.695174290014908, 39.63017207026016, 252.4943484479298, 66.22848823712421, 103.89083921238418, 16.276610775327697, 13.083645036151841, 382.62693356125396, 40.01168835095267, 198.24142162969582, 324.41068697003175, 117.53857516998724, 182.3888343894007, 71.35423481574382, 163.63686630259838, 1.2204631733212452, 48.2218536984578, 513.6232126235186, 140.3646150166124, 26.55253215337428, 36.26936929966095, 108.23092897254394, 89.65182354049772, 303.07020670973714, 141.91812988728037, 79.22180812778753, 2.0344815163069523, 122.23304337603315]]"
4,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[11.862872154211518, 38.47874627064411, 189.54739596134723, 60.29685239442226, 102.65303171589535, 10.387437350441068, 20.260179081666728, 313.0968078764118, 47.22909723021655, 268.10071187480344, 207.76648512193012, 160.3643332157463, 181.27884895903787, 70.75351172405323, 126.22471247318688, 1.0111217331738933, 41.13624785082282, 127.70862723533827, 21.651294390463363, 22.769002338907367, 37.801725987212905, 14.71083159091695, 110.36697934094488, 340.7927518635391, 129.25364217849526, 69.34498287726663, 4.792575427259107, 160.69300407469623]]"
5,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[12.526439934504285, 38.40820411378226, 261.85638492867105, 85.85404551256264, 92.09990835639391, 7.762190830775895, 24.555284346215526, 419.7421246502242, 36.880376281291575, 213.91157066340293, 178.29444283030904, 143.3248907822515, 183.16457462156535, 69.76063047823844, 105.26647658238728, 1.0465230288499567, 47.06892129489427, 574.5653839841434, 128.3162956319129, 22.246893613292603, 34.00471438410401, 128.84581101096018, 125.3321772766046, 331.3975784943866, 114.25281407846826, 45.55654299706458, 4.134175754966854, 127.85275615136874]]"
6,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[5.893411439113842, 41.927784971676026, 221.88312895559346, 97.66406711765168, 82.66170414411631, 7.529593418615375, 5.312751135554539, 437.6578342119522, 43.39485776508569, 196.87094607383216, 244.52020451012885, 161.88316127575698, 179.09250828118707, 99.30003401010788, 157.43282492099996, 1.0391440205099582, 43.230110731636444, 408.38787924592924, 28.462002506843575, 29.251667889897057, 37.86543307282745, 17.70893608866134, 113.7263560670929, 306.011664771524, 149.61590882849964, 64.03964396854789, 11.414805362480099, 182.3051434668846]]"
7,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[11.779369087393444, 38.35709287938316, 282.4027609300742, 99.17475176396148, 92.28893573800511, 8.111120464548717, 15.658048595894392, 166.8897550929845, 42.14306266813236, 247.37838540631694, 257.13608091631215, 181.58660494913696, 185.01023450750452, 75.2638530647883, 167.3665338268263, 0.48855315534861643, 57.78592070749208, 131.3374474199621, 81.62531185008626, 33.850487186714545, 38.36169235070717, 144.40105174702916, 124.75473500844961, 315.73854230571993, 157.19951168148563, 25.723717850620744, 3.0691695794593015, 182.26262202474314]]"
8,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[4.701112481525364, 40.91537336492001, 281.5250480349365, 93.90056517643731, 93.61935945304809, 7.054529167137762, 1.7442011320999216, 343.7604980961198, 40.19072295128861, 67.4288406527151, 239.46615688227362, 182.0505234136903, 185.59414153052955, 90.81727598961311, 112.9812273752135, 1.37524406889753, 33.962503566773655, 420.4426234892537, 195.00684539010675, 32.84277670723217, 34.68357242955223, 26.084940282832214, 109.73574017994082, 355.18244135373664, 113.16880504975094, 31.3934238840378, 3.44350033535206, 160.3379675945949]]"
9,"[[(0, 6), (4, 2), (4, 23), (7, 12), (7, 23), (16, 20), (20, 21), (23, 4), (23, 28), (1, 12), (1, 13), (1, 28), (12, 22), (14, 7), (14, 23), (22, 18), (22, 29), (26, 3), (26, 17), (26, 22), (28, 13), (2, 22), (3, 15), (3, 22), (19, 10), (10, 14), (11, 17), (18, 5)]]","[[12.759585638501997, 39.07497244262399, 239.79254435242336, 99.47387851939858, 108.2070609906605, 5.356337698447183, 3.8671400091365102, 260.47784639186773, 41.665227279030326, 169.68936642310535, 323.95272546755643, 141.41627224858001, 182.19151638088604, 125.75578285005759, 107.67347991111065, 0.30790322839607187, 39.05982212315332, 593.9319191598399, 64.83745707240533, 29.15276821688783, 38.076634811692664, 41.85299488502477, 94.94376130249945, 360.99768357016046, 216.16523125159418, 83.77038951656725, 6.228853006787141, 104.47103591861459]]"
