scene,edge,cost
0,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[269.3269116448605, 14.758323333569685, 305.8779281736473, 239.08858283928143, 258.1946747668768, 78.9941323668469, 1.6861933811176568, 61.43935515112043, 160.30533624974328, 149.89157244089853, 25.63389351753913, 125.72568047923633, 237.88062540167965, 276.8090291401296, 209.02310830255254, 26.87327984002462, 125.14989683814208, 60.095206670365, 36.188525227918774, 1.504341244895977, 272.0538402213978, 259.4621152192649, 184.89535299201756, 58.351540952230806, 12.75661306521885, 110.58210303503688, 133.46797862143637, 139.2195296854698, 56.9386541056831, 522.308703999479, 75.63838760847342, 43.8025989858476, 174.20374749089135, 15.721066165916485]]"
1,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[285.23373934990184, 31.17308721146152, 442.00388419487547, 244.5514520042283, 189.75616262176231, 57.41851906087156, 5.243008817240343, 85.556118115863, 120.78020851351091, 188.4544421483646, 16.210653423028475, 216.1229861560415, 232.04471648345228, 234.99438506309383, 189.89612313728549, 27.236669395265338, 154.23001862229611, 115.2692333787842, 32.70808653522962, 1.6961790967043733, 213.94710047287776, 184.48308191295428, 76.32605720552435, 33.1650370141748, 24.133813116919406, 108.0564819216547, 160.69659138459932, 58.91595279485289, 54.3366111088425, 517.0560167385916, 80.85102004663847, 86.48595830299689, 149.35261985800915, 19.336547956512273]]"
2,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[260.896780834604, 67.45752494161692, 541.1292805808033, 233.8955774344796, 198.98970066722373, 82.70863418452271, 2.1545794820939705, 56.332790297453975, 91.78189518453316, 175.587274415436, 20.683437400756368, 196.69885769438486, 215.95980021666747, 268.8349961082662, 87.67936475872588, 26.06160984457358, 588.1547998297233, 54.87581088753412, 30.78569430432845, 3.2967211703321513, 239.67668480692765, 280.7981913463467, 219.06378348763076, 72.6322176120578, 18.25335358563225, 87.76312922827012, 102.19719303104051, 162.3264026824542, 70.37655341941635, 359.9180513249711, 84.46544755828951, 51.55826775095817, 163.9508701986061, 21.814951100842393]]"
3,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[179.0423895321851, 41.90789956220315, 233.87884184386232, 251.6228288635292, 254.96434043385958, 57.135721398817836, 5.052249444436519, 44.6359861460796, 19.163690926794352, 179.3501909773806, 21.98289086547676, 130.38564182705588, 218.1313132206527, 248.17215525693135, 237.62442392164323, 29.742688736081615, 433.20808373772195, 92.39939670470845, 30.111003448143162, 0.11646086958850344, 338.72699416383614, 274.21274642597893, 164.00038059758177, 37.98006314446746, 17.15339225473796, 161.68436167335136, 125.70065355863318, 63.78828320836622, 80.56106723028793, 123.65099159946081, 107.1796664609904, 60.200952904373914, 164.17012114470086, 23.72753603405487]]"
4,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[126.58680854360898, 61.32490582845253, 326.34936327155043, 230.7621553553159, 233.67590990195177, 51.90782881318047, 3.906506846870941, 31.24236379472731, 105.17728726502482, 158.59044371300428, 23.961861219577237, 92.69089585632702, 227.43570153577627, 192.0126283108598, 250.06902276157572, 29.43390891221547, 197.3817794082852, 117.68187281629027, 66.08942301933848, 2.0572406233549256, 196.02951616424158, 182.37690819078384, 166.3479510320109, 47.89143357351452, 13.40470859842038, 76.94393564619914, 115.8347203060825, 121.94662313931752, 92.32259197589853, 448.0287113068728, 107.68834569768025, 82.5825448138906, 172.70780934629212, 28.282997739205868]]"
5,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[163.27265786432346, 86.09896472693087, 100.70588102483276, 245.00053978924544, 137.5249967689415, 89.48159976997363, 3.4250060163384486, 120.69255316254002, 151.42939930236102, 191.14375487738056, 14.113199847118864, 202.70896870645447, 252.35109905676978, 270.1725799508663, 117.87598739942246, 29.02221899107644, 432.60054494864454, 97.52592577106434, 58.47214647950682, 3.284887030058408, 262.13099433488713, 233.19158336335354, 101.08165597220847, 67.62364256518336, 7.941631400124385, 165.8031095655285, 166.72818704996405, 318.60812065056405, 89.90147484168838, 219.34091001911932, 107.60117470497747, 119.77966782036847, 127.48162624123529, 25.343577711925924]]"
6,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[34.06906883701964, 58.704543139818405, 166.53088600338933, 286.59627754480505, 250.08509330060267, 52.31030145740462, 4.764105654576569, 70.7673888807611, 184.6687318083113, 170.22555669705008, 17.646192830975725, 150.83317846916134, 244.05381177615197, 159.2218768618064, 143.3159202091253, 26.454866378476915, 515.1594058491926, 52.349732678247875, 60.543326207815966, 0.32850343510573454, 321.5951805958224, 261.54222070086803, 72.35388060434545, 33.217706269544884, 17.468699973119854, 113.79690334740671, 145.87179429639178, 248.0899223984619, 55.024397479059715, 220.76832442701235, 78.65392535419608, 122.86128569919268, 123.85731460661563, 18.224107578181773]]"
7,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[147.97246342933505, 36.840410574170285, 250.79182888864344, 259.9727939232154, 155.55130502250472, 68.33002648990993, 2.671987690231833, 63.92608108683752, 51.697970497061384, 156.5705039603399, 14.73629274517879, 84.1557043961408, 249.78225391578394, 231.2965860358142, 240.68855996590273, 29.327495123533254, 259.97009922738675, 66.09897591248031, 62.97092313779033, 1.1679462553122737, 292.6593089282731, 225.60122163988842, 185.16249434436077, 70.0528314439251, 8.642979394403278, 79.9542390529405, 89.35977614068403, 116.86766928095129, 74.63496424554256, 509.8068473494608, 86.33689406489313, 126.29198642612545, 153.75782197143047, 17.834705179391957]]"
8,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[248.19091430904197, 81.09229165759355, 115.59791409500087, 288.58018997158604, 156.85001125113484, 65.54064825339972, 3.670866244454144, 76.45933808410763, 14.164373453579074, 158.9997543693463, 18.119843775852647, 120.06034054926921, 242.94469577814152, 244.13518935699028, 193.76733675190883, 29.05223149567778, 150.11172282651697, 60.49067257492094, 50.84176892657811, 3.639253088553902, 423.44563820237113, 138.4111165319826, 224.23514378416158, 50.25604017099532, 14.512368665291364, 140.26368195837986, 84.33765164415802, 345.23066799298954, 60.78195705612671, 500.8347439855521, 75.01537990822919, 115.33728084403283, 144.3574084591574, 19.821441279200034]]"
9,"[[(0, 23), (7, 19), (7, 24), (24, 3), (32, 5), (34, 29), (34, 31), (10, 23), (14, 6), (15, 2), (31, 32), (33, 24), (2, 14), (2, 25), (12, 1), (3, 5), (5, 27), (26, 38), (27, 12), (27, 29), (38, 4), (22, 8), (22, 35), (36, 24), (36, 37), (16, 7), (6, 31), (35, 22), (35, 39), (9, 33), (30, 11), (30, 19), (17, 30), (20, 18)]]","[[49.89068960032742, 62.9323337718126, 150.44353096695897, 253.05806910414736, 270.0811772141809, 88.57660199451252, 4.319897622049057, 111.44287855758293, 122.60728088939256, 157.5076336175329, 16.38375827164652, 164.13355845161257, 238.4874443470747, 200.27738134795567, 257.49535399658936, 27.373938212365328, 587.7622916435081, 55.27551054009029, 60.609689298590574, 2.84409129330823, 341.0677591278245, 208.75934083100486, 68.1261124847313, 57.241139416971734, 8.187679927850192, 97.91541499110113, 156.2142862386409, 147.4307669478418, 82.24753786346122, 452.9605100792281, 73.44924541647048, 115.0008439571062, 166.47186499332457, 12.014484441877318]]"
