scene,edge,cost
0,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[295.6472624914148, 14.094124198963547, 8.80590684921664, 46.50677241207515, 58.830832589887095, 64.99291597600765, 190.10545243598096, 121.40490104979241, 130.75412114447616, 25.546097548792723, 36.202710212782286, 141.2481850376438, 36.59840245737307, 47.94313309447209, 35.403500265019865, 30.595507374172797]]"
1,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[235.2483136638835, 7.1820555691060175, 6.935637948915739, 75.84641284248161, 188.67128534502763, 67.3480204642194, 279.3440018701813, 173.24928903027123, 104.07255693011709, 47.050712154278514, 54.98016054434085, 181.89580962331195, 32.157958547784574, 65.5688821152762, 32.34766986123996, 59.13130575901711]]"
2,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[102.50342271345585, 28.809023982509228, 7.354710423863558, 84.27012187704017, 252.88886649945167, 74.21940759234221, 311.68286189232686, 84.63399611352342, 105.70373469743882, 7.667280567878059, 56.299928166503356, 173.90179398521923, 12.1029910417646, 48.99618757991506, 33.517400248119856, 124.23138996976716]]"
3,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[175.3457471906821, 6.919895522403054, 9.921398796620096, 46.102283737005, 239.0840429582213, 62.09628385672291, 305.0363853121502, 85.92653583860863, 203.16739283289647, 38.88973253439088, 47.56701971443473, 60.304051891845255, 40.12646127034186, 45.21376681132032, 24.041519940495657, 55.65160664465268]]"
4,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[304.04479739967667, 24.377283768283437, 4.839518823471863, 148.2117357070381, 184.14853654516924, 51.40192388385132, 370.63202089989477, 131.45047602778783, 132.4057008287511, 51.87873103480408, 38.664646169951475, 45.31989052980356, 6.423595733578576, 75.56400415079361, 23.158267499816976, 33.76099875976941]]"
5,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[125.01449776569638, 4.569098533551469, 6.613656104592824, 147.09035196154989, 310.72044717564836, 60.51085671517308, 347.9096603903346, 128.8857240030383, 146.4417355329676, 19.72290675006293, 63.497100599151445, 67.31289077286608, 37.8910775253384, 60.016479442420305, 27.544363766573753, 44.220168157318966]]"
6,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[524.1803754447205, 26.72511814332018, 9.32818199762015, 171.29279989091134, 193.6611637762191, 62.504905579771965, 315.5838388659306, 23.693001738955097, 208.8591683876888, 28.075463151132585, 46.374085929805986, 153.75509019765843, 12.771649743926238, 47.116216204227314, 34.56905711023978, 40.73293482160024]]"
7,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[366.6230864021062, 7.6968738858990715, 9.398416737269738, 47.054704515899125, 188.36318609321904, 60.281670401937106, 243.83463900103754, 130.75264113357713, 173.8137370612571, 11.161143077470802, 38.50099522424975, 48.804869420604, 4.615258223697836, 52.6522140144233, 31.63621878993045, 23.977479678503034]]"
8,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[513.3135176178255, 27.525573230492043, 4.136050350360273, 126.12710659550288, 243.58652811643057, 65.98613463225716, 300.4845465527801, 48.68297578409314, 127.21553286515889, 29.308889451161566, 41.313462801643716, 33.37877963366066, 21.69748593944705, 40.51041973227841, 32.366824174458166, 97.25306030091893]]"
9,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[352.8466743672259, 15.360282585883148, 7.12769667525769, 95.61577998642187, 146.41004266185712, 54.26428509157937, 287.0075271913668, 65.41542029170574, 131.84970288110668, 30.44284533450881, 46.017402442524464, 171.47863448783139, 34.68344178647679, 65.98391495059444, 34.21881950004088, 78.58534887631257]]"
10,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[58.49320208686562, 7.440476764020652, 7.513391284559411, 129.8131202289601, 221.90787198223, 55.748417895495436, 206.48902889858826, 40.131824471545784, 193.4631491859842, 59.95737279363824, 50.22853544516748, 169.16016296301095, 14.680080068002288, 56.69586987016014, 31.82776195370706, 100.80236587692522]]"
11,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[435.23798664278314, 17.917830206192626, 7.98049459731794, 114.3977701620068, 102.37616719349607, 69.6694988115077, 142.67721888054214, 149.94151070232928, 144.21152070484177, 33.15012034381465, 49.01514419718336, 30.269626724709493, 31.772088296786862, 76.68287660300925, 33.99879674067646, 22.53934684339629]]"
12,"[[(0, 24), (6, 13), (17, 20), (17, 27), (23, 9), (23, 18), (13, 29), (26, 20), (3, 19), (16, 4), (5, 21), (12, 20), (25, 11), (18, 22), (18, 23), (28, 6)]]","[[560.6656524478938, 21.29503706572574, 7.425852609994612, 129.91787033262617, 242.33539279018996, 62.75880885207707, 362.7213490428551, 154.49030284158212, 131.4490259158247, 46.186787354387235, 64.24401074624072, 73.60515063328107, 4.433586775418453, 61.45124459271402, 22.79788493541861, 39.68969486079844]]"
