3013
0
99

0	7	20.0	20.0	34.0
0	8	19.0	167.0	5.0
0	11	387.0	601.0	36.0
0	13	437.0	437.0	13.0
0	19	194.0	194.0	37.0
0	23	659.0	659.0	12.0
0	37	1045.0	1045.0	46.0
0	45	772.0	1330.0	32.0
0	51	519.0	519.0	20.0
0	52	242.0	242.0	39.0
0	53	46.0	1408.0	26.0
0	55	572.0	572.0	13.0
0	60	215.0	215.0	50.0
0	61	2158.0	2158.0	36.0
0	62	2364.0	2364.0	7.0
0	64	2611.0	2611.0	20.0
0	65	26.0	680.0	48.0
0	69	94.0	5352.0	41.0
0	70	1457.0	1457.0	8.0
0	77	1959.0	1959.0	22.0
0	78	1247.0	1247.0	40.0
0	79	16.0	230.0	34.0
0	92	1188.0	1188.0	18.0
0	99	2214.0	3946.0	26.0
1	2	38.0	38.0	39.0
1	3	67.0	67.0	24.0
1	4	91.0	91.0	13.0
1	6	159.0	331.0	45.0
1	8	250.0	250.0	13.0
1	11	113.0	463.0	32.0
1	12	346.0	346.0	12.0
1	13	329.0	329.0	17.0
1	17	474.0	980.0	25.0
1	19	770.0	770.0	45.0
1	22	185.0	421.0	9.0
1	23	867.0	867.0	18.0
1	25	962.0	962.0	14.0
1	28	92.0	92.0	34.0
1	29	1101.0	1101.0	6.0
1	31	338.0	338.0	9.0
1	38	594.0	594.0	7.0
1	59	772.0	772.0	26.0
1	61	534.0	534.0	21.0
1	66	623.0	623.0	50.0
1	72	3063.0	3063.0	41.0
1	76	3625.0	3625.0	22.0
1	80	2.0	14.0	12.0
1	82	19.0	131.0	41.0
1	86	3379.0	3379.0	12.0
1	88	909.0	909.0	10.0
1	91	3765.0	5155.0	46.0
1	94	2479.0	2479.0	4.0
1	96	935.0	935.0	28.0
1	97	1729.0	1729.0	45.0
2	4	87.0	87.0	46.0
2	5	34.0	34.0	27.0
2	10	76.0	76.0	45.0
2	12	194.0	406.0	42.0
2	15	355.0	355.0	25.0
2	18	292.0	292.0	47.0
2	20	863.0	863.0	15.0
2	21	458.0	480.0	21.0
2	26	510.0	606.0	23.0
2	32	183.0	183.0	11.0
2	37	498.0	498.0	44.0
2	38	166.0	462.0	37.0
2	39	299.0	299.0	30.0
2	41	606.0	606.0	47.0
2	42	731.0	731.0	50.0
2	43	1901.0	1901.0	26.0
2	46	1031.0	1031.0	7.0
2	50	856.0	856.0	25.0
2	53	1430.0	1546.0	18.0
2	57	1785.0	1785.0	35.0
2	65	692.0	692.0	46.0
2	69	1346.0	1346.0	49.0
2	70	1167.0	2735.0	36.0
2	73	2743.0	2743.0	11.0
2	74	1330.0	4174.0	47.0
2	80	45.0	45.0	42.0
2	82	1793.0	1793.0	41.0
2	84	3143.0	3143.0	5.0
2	91	2137.0	2137.0	40.0
2	96	1950.0	1950.0	20.0
2	97	3311.0	3311.0	45.0
2	98	1731.0	3549.0	35.0
3	5	21.0	31.0	13.0
3	6	113.0	113.0	28.0
3	10	118.0	542.0	39.0
3	13	8.0	66.0	29.0
3	16	445.0	445.0	20.0
3	18	184.0	184.0	31.0
3	19	282.0	282.0	20.0
3	24	297.0	937.0	15.0
3	28	867.0	1307.0	25.0
3	33	400.0	400.0	10.0
3	37	572.0	572.0	36.0
3	44	18.0	18.0	11.0
3	49	2199.0	2199.0	28.0
3	52	770.0	1814.0	28.0
3	55	1170.0	1850.0	35.0
3	59	765.0	765.0	23.0
3	63	6.0	6.0	4.0
3	67	2198.0	2198.0	27.0
3	68	2781.0	2781.0	29.0
3	71	2240.0	2240.0	39.0
3	77	1276.0	1276.0	37.0
3	79	1250.0	1250.0	43.0
3	83	328.0	622.0	45.0
3	85	419.0	419.0	35.0
3	87	577.0	577.0	6.0
3	90	702.0	702.0	3.0
3	93	990.0	990.0	36.0
3	94	1980.0	1980.0	10.0
4	8	192.0	192.0	22.0
4	12	234.0	234.0	35.0
4	15	11.0	101.0	13.0
4	20	383.0	383.0	7.0
4	23	295.0	575.0	50.0
4	30	658.0	658.0	41.0
4	35	1022.0	1022.0	10.0
4	36	788.0	788.0	22.0
4	37	725.0	725.0	40.0
4	44	92.0	92.0	45.0
4	45	152.0	152.0	25.0
4	48	1056.0	1056.0	13.0
4	49	30.0	2536.0	38.0
4	50	24.0	732.0	47.0
4	56	2415.0	2415.0	22.0
4	59	1270.0	1926.0	6.0
4	68	1946.0	1946.0	30.0
4	71	2864.0	2864.0	20.0
4	73	226.0	226.0	42.0
4	76	559.0	1599.0	24.0
4	79	1300.0	1706.0	27.0
4	80	746.0	746.0	34.0
4	84	3218.0	3218.0	12.0
4	86	1546.0	1546.0	50.0
4	88	4027.0	4027.0	50.0
4	91	1946.0	1946.0	34.0
4	95	4008.0	4624.0	18.0
4	96	2865.0	2865.0	17.0
4	99	1951.0	1951.0	1.0
5	10	239.0	239.0	21.0
5	11	45.0	45.0	15.0
5	12	129.0	129.0	8.0
5	14	170.0	170.0	7.0
5	18	547.0	547.0	6.0
5	20	619.0	619.0	48.0
5	21	171.0	353.0	11.0
5	24	215.0	215.0	18.0
5	27	2.0	2.0	2.0
5	28	957.0	957.0	6.0
5	31	546.0	546.0	46.0
5	35	622.0	622.0	21.0
5	48	349.0	1161.0	7.0
5	50	1451.0	1451.0	23.0
5	55	771.0	771.0	15.0
5	56	825.0	825.0	44.0
5	57	2080.0	2080.0	23.0
5	58	751.0	1349.0	26.0
5	61	2185.0	2565.0	12.0
