170
0
29

0	5	173.0	173.0	9.0
0	6	266.0	266.0	38.0
0	7	80.0	414.0	12.0
0	13	361.0	361.0	11.0
0	15	135.0	135.0	31.0
0	16	752.0	752.0	16.0
0	23	140.0	140.0	13.0
1	2	10.0	10.0	28.0
1	11	205.0	205.0	47.0
1	17	502.0	502.0	40.0
1	29	1175.0	1175.0	24.0
2	1	11.0	11.0	24.0
2	12	200.0	200.0	15.0
2	14	96.0	96.0	5.0
2	21	860.0	860.0	23.0
2	26	395.0	395.0	21.0
2	28	466.0	828.0	23.0
2	29	1174.0	1174.0	37.0
3	1	30.0	50.0	50.0
3	4	14.0	50.0	33.0
3	5	1.0	1.0	21.0
3	6	22.0	70.0	49.0
3	8	83.0	83.0	23.0
3	9	152.0	152.0	15.0
3	12	60.0	276.0	28.0
3	13	474.0	474.0	21.0
3	14	60.0	942.0	46.0
3	15	163.0	163.0	16.0
3	20	697.0	697.0	46.0
3	21	270.0	818.0	32.0
3	27	789.0	789.0	48.0
4	13	213.0	213.0	5.0
4	17	501.0	501.0	21.0
4	19	339.0	339.0	12.0
4	22	517.0	517.0	12.0
4	25	732.0	732.0	14.0
5	14	346.0	346.0	13.0
5	16	136.0	136.0	9.0
5	23	270.0	536.0	14.0
6	1	171.0	171.0	27.0
6	2	17.0	47.0	29.0
6	7	18.0	30.0	7.0
6	14	13.0	13.0	21.0
6	29	601.0	601.0	29.0
7	2	139.0	139.0	29.0
7	9	14.0	14.0	23.0
7	12	79.0	79.0	46.0
7	15	368.0	368.0	49.0
7	20	75.0	1071.0	15.0
7	23	187.0	187.0	16.0
8	10	36.0	36.0	18.0
8	11	128.0	128.0	25.0
8	16	84.0	84.0	4.0
8	20	23.0	23.0	13.0
8	22	46.0	46.0	47.0
8	24	606.0	964.0	18.0
8	28	320.0	320.0	15.0
9	14	92.0	92.0	3.0
9	27	2.0	2.0	14.0
10	1	64.0	220.0	49.0
10	3	163.0	163.0	13.0
10	16	280.0	280.0	42.0
10	17	28.0	28.0	30.0
10	19	17.0	401.0	46.0
10	20	136.0	136.0	45.0
11	1	5.0	995.0	48.0
11	4	231.0	231.0	17.0
11	7	100.0	100.0	19.0
11	13	2.0	2.0	16.0
11	25	547.0	547.0	12.0
11	28	606.0	606.0	44.0
12	1	493.0	493.0	36.0
12	2	449.0	449.0	21.0
12	4	154.0	154.0	33.0
12	8	60.0	60.0	8.0
12	9	91.0	91.0	37.0
12	10	39.0	39.0	26.0
12	15	27.0	27.0	12.0
12	18	77.0	267.0	34.0
12	22	183.0	183.0	19.0
12	23	183.0	183.0	38.0
12	26	177.0	177.0	29.0
13	7	141.0	141.0	38.0
13	21	375.0	375.0	8.0
13	22	446.0	446.0	26.0
13	28	492.0	492.0	41.0
14	2	132.0	686.0	24.0
14	8	185.0	185.0	50.0
14	12	30.0	30.0	38.0
14	24	440.0	440.0	28.0
14	27	52.0	962.0	37.0
15	7	45.0	45.0	32.0
15	11	121.0	121.0	31.0
15	18	111.0	111.0	48.0
16	4	132.0	132.0	50.0
16	24	89.0	89.0	36.0
16	27	311.0	757.0	30.0
17	8	353.0	353.0	34.0
17	12	55.0	55.0	28.0
17	25	10.0	10.0	38.0
17	29	0.0	26.0	45.0
18	2	781.0	781.0	34.0
18	4	317.0	317.0	38.0
18	14	77.0	139.0	35.0
18	20	30.0	120.0	21.0
18	28	198.0	198.0	19.0
19	2	712.0	712.0	10.0
19	3	176.0	176.0	30.0
19	8	535.0	535.0	37.0
19	11	307.0	307.0	8.0
19	16	97.0	97.0	14.0
19	18	2.0	2.0	5.0
19	23	190.0	190.0	28.0
19	25	1.0	5.0	16.0
20	3	506.0	506.0	39.0
20	4	155.0	279.0	10.0
20	5	742.0	742.0	9.0
20	6	198.0	198.0	20.0
20	11	139.0	139.0	7.0
20	12	75.0	75.0	7.0
20	13	341.0	341.0	22.0
20	16	46.0	46.0	38.0
20	17	33.0	33.0	8.0
20	21	12.0	12.0	37.0
20	25	160.0	292.0	7.0
21	2	197.0	197.0	26.0
21	15	77.0	77.0	50.0
21	16	13.0	13.0	21.0
21	17	197.0	197.0	50.0
21	26	233.0	233.0	40.0
22	4	443.0	829.0	39.0
22	5	330.0	330.0	40.0
22	18	192.0	192.0	44.0
23	1	469.0	469.0	5.0
23	2	338.0	338.0	5.0
23	4	129.0	197.0	4.0
23	6	668.0	668.0	5.0
23	7	797.0	797.0	27.0
23	13	287.0	287.0	31.0
23	24	35.0	35.0	2.0
23	25	23.0	155.0	25.0
23	28	66.0	66.0	24.0
24	4	843.0	843.0	37.0
24	7	546.0	546.0	1.0
24	9	553.0	553.0	15.0
24	11	15.0	35.0	50.0
24	15	110.0	110.0	11.0
24	28	194.0	194.0	12.0
24	29	228.0	228.0	18.0
25	6	391.0	391.0	41.0
25	7	864.0	864.0	35.0
25	12	85.0	299.0	31.0
25	14	504.0	504.0	7.0
25	21	149.0	149.0	50.0
25	22	26.0	26.0	17.0
26	22	2.0	60.0	40.0
26	27	2.0	2.0	11.0
26	29	110.0	110.0	46.0
27	16	182.0	182.0	37.0
27	17	399.0	399.0	23.0
27	18	384.0	384.0	16.0
27	19	110.0	110.0	43.0
27	26	5.0	5.0	35.0
28	3	1222.0	1222.0	4.0
28	6	601.0	601.0	31.0
28	14	475.0	475.0	30.0
28	19	292.0	292.0	31.0
28	20	205.0	205.0	21.0
28	23	14.0	28.0	38.0
28	27	31.0	31.0	44.0
